东南花园,422,河海路,新北
怡景名园,3137,五星,新北
百馨苑,1644,北海路,新北
花园南村,1314,五星,钟楼
华山苑,2165,常州北站,新北
鹤苑新都,363,文化宫,天宁
华城二村,34373,青枫公园,金坛
中吴雅苑,792,茶山,天宁
水清木华,1207,市民广场,天宁
桃园新村,454,红梅公园,天宁
朝阳花园,1572,清洋路,天宁
九洲豪廷苑,4274,大学城北,武进
新城花苑,804,聚湖路,武进
新荷花园,873,奥体中心,新北
圩塘五村,3304,北海路,新北
玉隆花园,222,南大街,钟楼
花溪兰庭,1512,五一路,戚墅堰
华林家园,2362,青枫公园,钟楼
旺角花园,973,市民广场,新北
都市雅居,569,汉江路,新北
清潭五村,1262,怀德,钟楼
花东三村,681,广电路,武进
文亨花园,467,怀德,钟楼
泰山二村,2064,常州北站,新北
美林国际村,492,河海路,新北
侨光苑,793,黄河路,新北
景阳花园,37948,青枫公园,金坛
虹景金桂园,856,三角场,天宁
美景天城,54283,青枫公园,溧阳
紫霞花苑,4402,五一路,武进
凤凰城,35893,青枫公园,金坛
西新桥二村,1030,南大街,钟楼
十里社区,2258,广电路,武进
燕阳花园,343,汉江路,新北
新康花苑,969,青枫公园,钟楼
同仁苑,6632,青枫公园,新北
浦南南村,798,聚湖路,天宁
南田雅园,331,广电路,武进
红梅假日花苑,625,五角场,天宁
清潭花苑,1232,勤业,钟楼
新立名园,589,常州北站,新北
珠江花园,137,河海路,新北
东方花园,264,茶山,天宁
紫荆苑,1897,勤业,钟楼
迎宾秀园,1121,怀德,天宁
太阳花园,908,市民广场,新北
中凉花园,723,聚湖路,天宁
泰和之春,1728,紫云,天宁
广成小区,1050,怀德,钟楼
晋陵北苑,497,市民广场,天宁
美地蓝庭,38069,青枫公园,金坛
汇丰一村,1229,市民广场,新北
朝阳四村,847,红梅公园,天宁
天安河滨花园,915,怀德,天宁
星盛家园,842,五星,钟楼
永盛家园,52627,青枫公园,溧阳
时代广场,890,黄河路,新北
新民家园,3272,北海路,新北
东方公寓,712,聚湖路,武进
聚湖家园二期,1987,聚湖路,武进
体育花苑,510,怀德,钟楼
翠园世家,303,翠竹,天宁
春江中央花苑,1472,北海路,新北
锦绣南园,832,市民广场,天宁
名仕家园,33622,青枫公园,天宁
翰林雅居花苑,617,大学城北,武进
愚池新村,37192,青枫公园,金坛
清凉东村,874,红梅公园,天宁
河苑新村,1899,潞城,天宁
西林家园,2932,青枫公园,钟楼
华都馨苑,371,聚湖路,武进
广景山庄,718,勤业,钟楼
河海新村,828,奥体中心,新北
勤业五村,228,勤业,钟楼
富民小区,13505,青枫公园,新北
兰翔二村,317,河海路,新北
太湖花园,300,奥体中心,新北
新城湖畔春秋小区,7556,青枫公园,武进
青年公社,2213,龙虎塘,新北
福康宁花园,479,潞城,戚墅堰
竹林新村,453,三角场,天宁
青龙新市民公寓,1435,清洋路,天宁
河阳花苑,569,勤业,钟楼
红梅公寓,732,五角场,天宁
绿色家园,670,河海路,新北
天目星城小区,54141,青枫公园,溧阳
金色湖滨,4780,海棠路,武进
嘉盛苑,987,博爱路,天宁
星海银园,557,奥体中心,新北
丽宝第花苑,760,南大街,天宁
华府家园,433,勤业,钟楼
港龙华庭,78,青枫公园,钟楼
花东新村,260,广电路,武进
芳草园,854,广电路,武进
花园华丰苑,889,五星,钟楼
玉兰苑,1542,怀德,钟楼
项家花苑,456,南大街,天宁
清溪花园,51039,青枫公园,溧阳
金梅花园-南区,1462,南大街,钟楼
西上园小区,609,南大街,钟楼
燕山南苑,50580,青枫公园,溧阳
会馆浜公寓,525,怀德,钟楼
都市桃源五期,551,五星,钟楼
盘龙苑-东区,1078,汉江路,新北
阳光山城,5330,五一路,武进
金禧园,960,南大街,钟楼
伟业臻品花园,1013,聚湖路,武进
元丰苑,461,文化宫,天宁
金谷华城,34719,青枫公园,金坛
文化二村,37504,青枫公园,金坛
怡和花园,1149,海棠路,钟楼
勤业六村,424,勤业,钟楼
青年公寓二期,2313,龙虎塘,新北
康云明居,631,五角场,天宁
北水西花园,52932,青枫公园,溧阳
龙泉山庄,51735,青枫公园,溧阳
丰臣南郡,1298,怀德,天宁
聚景苑,485,常州火车站,天宁
五星家园,37950,青枫公园,金坛
北新巷小区,890,怀德,钟楼
北建新村小区,779,聚湖路,武进
龙船浜新村,480,怀德,钟楼
湖塘花园新村,399,安定路,武进
泰山三村,1971,市民广场,新北
站北新村,1776,五一路,戚墅堰
公路花园,24172,青枫公园,金坛
通济新村,908,南大街,天宁
金域东郡花园,4346,五一路,武进
安阳花苑,369,怀德,钟楼
邱墅家园,1201,广电路,武进
嘉新花苑,995,黄河路,新北
红星新村,441,怀德,钟楼
颐和家园,1462,勤业,钟楼
濑江花园-一区,51982,青枫公园,溧阳
迎春花园,348,文化宫,天宁
燕山东苑,50515,青枫公园,溧阳
天顺御和苑,473,红梅公园,天宁
丽丰苑,845,勤业,钟楼
徐塘新村,34078,青枫公园,金坛
邮电公寓,253,怀德,钟楼
新园花苑,3348,北海路,新北
东方国际公寓,449,南大街,天宁
学府名门花苑,152,大学城南,武进
天禄西阆苑,1222,华山路,新北
世纪花园,725,市民广场,天宁
格林花园,52360,青枫公园,溧阳
望湖名门小区,14755,五一路,武进
今创茗园,2677,潞城,武进
北环南苑,680,三角场,天宁
奥韵家园,289,市民广场,天宁
东庄新村,1133,茶山,武进
前桥新村,2188,怀德,新北
天丽雅居,234,安定路,武进
香槟置业广场,3321,五星,新北
芦墅苑,657,怀德,钟楼
锦绣花园,50442,青枫公园,天宁
嘉盛花园,6378,南夏墅,武进
娑罗家园,613,文化宫,天宁
清潭南苑,1547,勤业,钟楼
河滨小区,36126,青枫公园,金坛
蓝天花园-二期,838,勤业,钟楼
怀南苑,827,怀德,钟楼
迎宾花园,8684,青枫公园,武进
金水苑,52373,青枫公园,溧阳
同心苑,6193,青枫公园,新北
朝阳一村,786,红梅公园,天宁
福阳山庄,51280,青枫公园,溧阳
藏龙苑,814,汉江路,新北
新中上村小区,1162,南大街,钟楼
清凉茗园,623,光华路,天宁
铭巷家园,585,南大街,钟楼
香江康桥,603,大学城北,武进
清潭鑫苑,1579,勤业,钟楼
东岱家园,2992,青枫公园,钟楼
鑫福苑,1675,潞城,天宁
新业花苑,3550,北海路,新北
