金梅花园,584,华山公园,钟楼
新天地花苑,533,近园,天宁
白云新村,444,玉兰公园,钟楼
璞丽湾花园,549,芦墅公园,钟楼
采菱家园,691,江村庵村人民公园,武进
绿洲家园,1349,新北中心公园,新北
圣·巴塞耶怡美花园,1158,青枫公园-中央大草坪,钟楼
新龙花苑,998,高铁生态公园,新北
青竹苑,688,翠竹公园,天宁
名仕佳园,1657,天琴湖公园,武进
南甸苑,222,武进新天地公园,武进
勤业四村,566,爱心公园,钟楼
润德半岛,1277,红梅公园,天宁
万水美兰城,204,雅萱养生馆,钟楼
聚博花园,1317,红梅公园,天宁
南苑小区,3361,相园,武进
锦阳花苑,488,荆川公园,钟楼
高成莱茵花苑,535,爱心公园,钟楼
朗诗国际街区,362,陈渡草堂,钟楼
新魏花园小区,4527,荷园,新北
新城尚东区花园,1314,翠竹公园,天宁
西新桥三村,706,芦墅公园,钟楼
绿园,1261,荆川公园,钟楼
南隆家园,3414,天琴湖公园,武进
枫逸人家,514,雅萱养生馆,钟楼
青洋花苑,885,水晶生态公园,戚墅堰
祥龙苑,981,中华恐龙园,新北
御源林城,105,雅萱养生馆,钟楼
蔷薇家园,605,蔷薇园湿地公园,天宁
佳兆业凤凰湖壹号,1675,荷园,新北
青枫公馆,601,玉兰公园,钟楼
长虹花苑,1246,淹城森林公园,武进
金谷花园,454,五星公园,钟楼
兆丰花苑,499,天宁竟园,天宁
丰乐公寓,358,淹城,武进
阳湖世纪苑,822,武进新天地公园,武进
湖滨花苑小区,1295,生态公园,武进
盛世华城,888,天目佳农业生态园,溧阳
锦湖公寓,489,洽园,武进
府琛花园,1054,紫荆园,新北
富都小区,723,紫荆园,新北
中凉新村,684,洽园,天宁
兰陵尚品花园,497,洽园,天宁
都市桃源,181,五星公园,钟楼
嘉顺花园,1563,高铁生态公园,新北
鹏欣丽都,540,青果巷,钟楼
锦绣东苑,1360,红梅公园,天宁
兰翔新村,328,紫荆园,新北
府琛商务广场,1340,紫荆园,新北
金鸡花园,1065,洽园,武进
永宁花园,1162,红梅公园,天宁
常发豪庭国际,773,紫荆园,新北
长安家园,1462,武进新天地公园,武进
香树湾·福园,412,园艺博览园,新北
九龙仓国宾1号,402,园艺博览园,新北
新城首府,388,椿桂园,钟楼
金玉苑,436,雅萱养生馆,钟楼
沈家花苑,1853,荆川公园,武进
蓝色港湾花园,139,新北中心公园,新北
文渊居,992,武进新天地公园,武进
运河花园,368,青枫公园-芳香植物区,钟楼
金百花园,1149,椿桂园,钟楼
九洲新家园,587,五一园,天宁
枫林雅都,439,青枫公园-中央大草坪,钟楼
朝阳三村,289,东坡公园,天宁
嘉宏盛世,84,CICIPARK河滨公园,天宁
泰山一村,673,华山公园,新北
府北新村,571,文慧园,武进
清潭六村,418,爱心公园,钟楼
富强新村,1339,东坡公园,天宁
西城格兰艺堡,559,荆川公园,钟楼
红梅东村小区,1045,翠竹公园,天宁
浦北新村,437,CICIPARK河滨公园,天宁
上书房,146,荆川公园,钟楼
东方福郡,1192,毓秀园,戚墅堰
空港二村,354,罗溪中心绿地,新北
西湖家园,965,生态公园,武进
橄榄城,3019,荷园,新北
龚家名园,1884,武进新天地公园,武进
府河名居,719,红梅公园,天宁
吟枫苑,229,紫荆园,新北
红梅西村,948,东坡公园,天宁
湾里新村,624,武进新天地公园,武进
香梅花园,474,东坡公园,天宁
白云东苑,325,五星公园西区,钟楼
花之园,386,爱心公园,钟楼
瑞丰花苑,3202,洛阳休闲园,武进
荷花池小区,342,椿桂园,钟楼
聚缘雅居,1103,东坡公园,天宁
摩尔上品,1130,天琴湖公园,武进
金水湾小区,589,常州华苑公园,金坛
阳光花园,723,新北中心公园,新北
银河湾星苑,1109,红梅公园,天宁
国泰名都,151,五一园,天宁
蓝色星空,693,兰园,钟楼
金江苑,989,江南农耕园,金坛
银河湾,511,爱心公园,钟楼
燕兴小区,366,新北中心公园,新北
顺园二村,2291,飞龙体育公园,新北
丽景花园,797,近园,天宁
金都名苑,873,武进新天地公园,武进
东城明居,519,蔷薇园湿地公园,天宁
北环南村,1451,翠竹公园,天宁
龙栖花园,1457,中华恐龙园,新北
紫阳花园,976,兰园,钟楼
潞城花苑小区,1054,毓秀园,戚墅堰
人民家园,914,CICIPARK河滨公园,天宁
青枫壹号,260,雅萱养生馆,钟楼
长虹名苑,1279,淹城森林公园,武进
丰乐尚都,361,相园,武进
昆仑花园,613,沧屿园,溧阳
金田雅居,344,紫荆园,新北
茂业豪园,834,武进新天地公园,武进
万福花园,803,近园,钟楼
翡翠湾,276,爱心公园,钟楼
大诚苑,951,紫荆园,新北
江南春晓花园,1180,华山公园,新北
晓柳花苑,1079,高原沙漠区,武进
公园大厦,243,青果巷,天宁
同济花园,566,红梅公园,天宁
虹景花园小区,236,翠竹公园,天宁
景泰家园,1198,红梅公园,溧阳
景鸿花园,821,天目佳农业生态园,溧阳
聚和家园,459,近园,天宁
方正大厦,768,爱心公园,钟楼
东坡雅居,389,东坡公园,天宁
大学-新村,1168,相园,武进
芦墅广景苑,425,芦墅公园,钟楼
同德苑,564,新北区罗溪镇汤庄生态绿地,武进
奥林匹克花园别墅,2598,飞龙体育公园,新北
花园西村,724,五星公园西区,钟楼
锦江丽都花园,721,椿桂园,钟楼
景福苑,537,东坡公园,天宁
圩墩新村,825,圩墩遗址公园,戚墅堰
丽华三村新区,1048,蔷薇园湿地公园,天宁
景潭花园,964,常州华苑公园,金坛
安家苑,4915,荷园,新北
天豪大厦,188,文慧园,武进
花东二村,619,武进新天地公园,武进
桃园公寓,393,红梅公园,天宁
东南花园,926,新北中心公园,新北
怡景名园,2312,飞龙体育公园,新北
百馨苑,1346,双坝念佛堂,新北
花园南村,650,五星公园西区,钟楼
华山苑,356,华山公园,新北
鹤苑新都,522,近园,天宁
华城二村,592,常州华苑公园,金坛
中吴雅苑,1480,CICIPARK河滨公园,天宁
水清木华,1360,近园,天宁
桃园新村,529,红梅公园,天宁
朝阳花园,1739,采菱公园,天宁
九洲豪廷苑,752,如怡园,武进
新城花苑,1267,洽园,武进
新荷花园,672,紫荆园,新北
圩塘五村,2928,新龙生态林,新北
玉隆花园,439,椿桂园,钟楼
花溪兰庭,301,花溪公园,戚墅堰
华林家园,714,西林公园-银桂品种区,钟楼
旺角花园,1018,紫荆园,新北
都市雅居,188,新北中心公园,新北
清潭五村,1219,陈渡草堂,钟楼
花东三村,924,武进新天地公园,武进
文亨花园,559,兰园,钟楼
泰山二村,465,华山公园,新北
美林国际村,957,新北中心公园,新北
侨光苑,717,紫荆园,新北
景阳花园,705,南洲里风车游乐园,金坛
虹景金桂园,268,翠竹公园,天宁
美景天城,1896,燕山公园,溧阳
紫霞花苑,287,横山桥中心公园,武进
凤凰城,432,春风公园,金坛
西新桥二村,393,椿桂园,钟楼
十里社区,1644,武进新天地公园,武进
燕阳花园,343,新北中心公园,新北
新康花苑,467,荷园,钟楼
同仁苑,374,新北区罗溪镇汤庄生态绿地,新北
浦南南村,376,洽园,天宁
南田雅园,466,武进新天地公园,武进
红梅假日花苑,1105,东坡公园,天宁
清潭花苑,367,陈渡草堂,钟楼
新立名园,591,新龙湖音乐公园,新北
珠江花园,371,新北中心公园,新北
东方花园,933,CICIPARK河滨公园,天宁
紫荆苑,805,荆川公园,钟楼
迎宾秀园,621,五一园,天宁
太阳花园,967,紫荆园,新北
中凉花园,49,洽园,天宁
泰和之春,591,采菱公园,天宁
广成小区,1039,兰园,钟楼
晋陵北苑,1229,红梅公园,天宁
美地蓝庭,1225,南洲里风车游乐园,金坛
汇丰一村,1594,紫荆园,新北
朝阳四村,622,东坡公园,天宁
天安河滨花园,162,兰园,天宁
星盛家园,550,五星公园西区,钟楼
永盛家园,1157,天目佳农业生态园,溧阳
时代广场,657,紫荆园,新北
新民家园,2910,新龙生态林,新北
东方公寓,1217,洽园,武进
聚湖家园二期,1635,洽园,武进
体育花苑,666,兰园,钟楼
翠园世家,1215,红梅公园,天宁
春江中央花苑,1179,双坝念佛堂,新北
锦绣南园,1339,近园,天宁
名仕家园,608,常州华苑公园,天宁
翰林雅居花苑,405,相园,武进
愚池新村,337,愚池公园(沿河东路),金坛
清凉东村,801,东坡公园,天宁
河苑新村,606,湿地花溪,天宁
西林家园,718,西林公园-银桂品种区,钟楼
华都馨苑,655,洽园,武进
广景山庄,278,爱心公园,钟楼
河海新村,775,紫荆园,新北
勤业五村,391,爱心公园,钟楼
富民小区,3777,珠城公园,新北
兰翔二村,271,紫荆园,新北
太湖花园,691,紫荆园,新北
新城湖畔春秋小区,1311,生态公园,武进
青年公社,2850,新龙生态林,新北
福康宁花园,844,毓秀园,戚墅堰
竹林新村,1144,翠竹公园,天宁
青龙新市民公寓,1234,横塘河湿地公园,天宁
河阳花苑,107,爱心公园,钟楼
红梅公寓,1133,东坡公园,天宁
绿色家园,803,新北中心公园,新北
天目星城小区,1733,燕山公园,溧阳
金色湖滨,1756,如怡园,武进
嘉盛苑,1218,近园,天宁
星海银园,723,紫荆园,新北
丽宝第花苑,280,CICIPARK河滨公园,天宁
华府家园,391,爱心公园,钟楼
港龙华庭,264,青枫公园-芳香植物区,钟楼
花东新村,843,武进新天地公园,武进
芳草园,377,武进新天地公园,武进
花园华丰苑,514,五星公园西区,钟楼
玉兰苑,1129,陈渡草堂,钟楼
项家花苑,107,近园,天宁
清溪花园,1438,文化公园,溧阳
金梅花园-南区,710,华山公园,钟楼
西上园小区,473,椿桂园,钟楼
燕山南苑,187,文化公园,溧阳
会馆浜公寓,837,兰园,钟楼
都市桃源五期,191,五星公园西区,钟楼
盘龙苑-东区,1596,新北中心公园,新北
阳光山城,1024,横山桥中心公园,武进
金禧园,325,椿桂园,钟楼
伟业臻品花园,380,洽园,武进
元丰苑,604,红梅公园,天宁
金谷华城,730,常州华苑公园,金坛
文化二村,735,愚池公园(沿河东路),金坛
怡和花园,846,玉兰公园,钟楼
勤业六村,456,五星公园,钟楼
青年公寓二期,2907,新龙生态林,新北
康云明居,831,东坡公园,天宁
北水西花园,915,天目佳农业生态园,溧阳
龙泉山庄,913,燕山公园,溧阳
丰臣南郡,541,五一园,天宁
聚景苑,1031,红梅公园,天宁
五星家园,1552,南洲里风车游乐园,金坛
北新巷小区,476,椿桂园,钟楼
北建新村小区,447,洽园,武进
龙船浜新村,509,芦墅公园,钟楼
湖塘花园新村,1217,洽园,武进
泰山三村,727,华山公园,新北
站北新村,543,花溪公园,戚墅堰
公路花园,7974,江南农耕园,金坛
通济新村,661,近园,天宁
金域东郡花园,726,季子公园,武进
安阳花苑,748,椿桂园,钟楼
邱墅家园,851,武进新天地公园,武进
嘉新花苑,1064,紫荆园,新北
红星新村,730,芦墅公园,钟楼
颐和家园,338,荆川公园,钟楼
濑江花园-一区,1930,天目佳农业生态园,溧阳
迎春花园,346,近园,天宁
燕山东苑,384,文化公园,溧阳
天顺御和苑,115,东坡公园,天宁
丽丰苑,412,五星公园,钟楼
徐塘新村,785,常州华苑公园,金坛
邮电公寓,502,兰园,钟楼
新园花苑,2981,新龙生态林,新北
东方国际公寓,94,青果巷,天宁
学府名门花苑,1217,相园,武进
天禄西阆苑,1578,高铁生态公园,新北
世纪花园,1257,红梅公园,天宁
格林花园,492,天目佳农业生态园,溧阳
望湖名门小区,7861,凤凰山盆景园林生态园,武进
今创茗园,1332,仙湖公园(建设南路),武进
北环南苑,1293,翠竹公园,天宁
奥韵家园,1303,红梅公园,天宁
东庄新村,1326,武进新天地公园,武进
前桥新村,668,飞龙体育公园,新北
天丽雅居,625,武进新天地公园,武进
香槟置业广场,2571,荷园,新北
芦墅苑,279,芦墅公园,钟楼
锦绣花园,281,文化公园,天宁
嘉盛花园,844,礼嘉休闲公园,武进
娑罗家园,172,近园,天宁
清潭南苑,770,陈渡草堂,钟楼
河滨小区,509,金沙公园,金坛
蓝天花园-二期,105,五星公园,钟楼
怀南苑,1026,爱心公园,钟楼
迎宾花园,490,奔牛儿童文化园,武进
金水苑,383,天目佳农业生态园,溧阳
同心苑,212,新北区罗溪镇汤庄生态绿地,新北
朝阳一村,359,东坡公园,天宁
福阳山庄,671,文化公园,溧阳
藏龙苑,1201,新北中心公园,新北
新中上村小区,552,椿桂园,钟楼
清凉茗园,1301,CICIPARK河滨公园,天宁
铭巷家园,456,CICIPARK河滨公园,钟楼
香江康桥,1261,武进新天地公园,武进
清潭鑫苑,537,荆川公园,钟楼
东岱家园,402,西林公园,钟楼
鑫福苑,1373,湿地花溪,天宁
新业花苑,3185,新龙生态林,新北
